District,Year,Crime_Type,Total,Source
Hapur,2022,Crimes Against Children,54,NCRB
Hardoi,2022,Crimes Against Children,252,NCRB
Hathras,2022,Crimes Against Children,321,NCRB
Jalaun,2022,Crimes Against Children,214,NCRB
Jaunpur,2022,Crimes Against Children,460,NCRB
Jhansi,2022,Crimes Against Children,150,NCRB
Kannauj,2022,Crimes Against Children,228,NCRB
Kanpur Dehat,2022,Crimes Against Children,96,NCRB
Kanpur Commissionarate,2022,Crimes Against Children,437,NCRB
Kasganj,2022,Crimes Against Children,216,NCRB
Kaushambi,2022,Crimes Against Children,211,NCRB
Khiri,2022,Crimes Against Children,360,NCRB
Kushi Nagar,2022,Crimes Against Children,325,NCRB
Lalitpur,2022,Crimes Against Children,48,NCRB
Lucknow Commissionarate,2022,Crimes Against Children,398,NCRB
Maharajganj,2022,Crimes Against Children,93,NCRB
Mahoba,2022,Crimes Against Children,141,NCRB
Mainpuri,2022,Crimes Against Children,267,NCRB
Mathura,2022,Crimes Against Children,214,NCRB
Mau,2022,Crimes Against Children,111,NCRB
Meerut,2022,Crimes Against Children,485,NCRB
Mirzapur,2022,Crimes Against Children,132,NCRB
Moradabad,2022,Crimes Against Children,161,NCRB
Muzaffarnagar,2022,Crimes Against Children,202,NCRB
Pilibhit,2022,Crimes Against Children,356,NCRB
Pratapgarh,2022,Crimes Against Children,351,NCRB
Raibareilly,2022,Crimes Against Children,412,NCRB
Rampur,2022,Crimes Against Children,143,NCRB
Saharanpur,2022,Crimes Against Children,202,NCRB
Sambhal,2022,Crimes Against Children,198,NCRB
Sant Kabirnagar,2022,Crimes Against Children,241,NCRB
Shahjahanpur,2022,Crimes Against Children,159,NCRB
Shamli,2022,Crimes Against Children,112,NCRB
Shrawasti,2022,Crimes Against Children,164,NCRB
Sidharthnagar,2022,Crimes Against Children,241,NCRB
Sitapur,2022,Crimes Against Children,297,NCRB
Sonbhadra,2022,Crimes Against Children,122,NCRB
Bhadohi,2022,Crimes Against Children,139,NCRB
Sultanpur,2022,Crimes Against Children,433,NCRB
Unnao,2022,Crimes Against Children,227,NCRB
Varanasi Commissionarate,2022,Crimes Against Children,241,NCRB
Lucknow Grameen,2022,Crimes Against Children,0,NCRB
Kanpur Outer,2022,Crimes Against Children,0,NCRB
Vasanasi Dehat,2022,Crimes Against Children,0,NCRB
Agra,2022,Crimes Against SCs,157,NCRB
Aligarh,2022,Crimes Against SCs,234,NCRB
Prayagraj,2022,Crimes Against SCs,567,NCRB
Ambedkar Nagar,2022,Crimes Against SCs,288,NCRB
Amethi,2022,Crimes Against SCs,267,NCRB
Auraiya,2022,Crimes Against SCs,221,NCRB
Azamgarh,2022,Crimes Against SCs,290,NCRB
Badaun,2022,Crimes Against SCs,168,NCRB
Baghpat,2022,Crimes Against SCs,70,NCRB
Bahraich,2022,Crimes Against SCs,347,NCRB
Ballia,2022,Crimes Against SCs,163,NCRB
Balrampur,2022,Crimes Against SCs,150,NCRB
Banda,2022,Crimes Against SCs,181,NCRB
Barabanki,2022,Crimes Against SCs,519,NCRB
Bareilly,2022,Crimes Against SCs,227,NCRB
Basti,2022,Crimes Against SCs,177,NCRB
Bijnor,2022,Crimes Against SCs,127,NCRB
Bulandshahar,2022,Crimes Against SCs,137,NCRB
Chandoli,2022,Crimes Against SCs,75,NCRB
Chitrakoot,2022,Crimes Against SCs,104,NCRB
Deoria,2022,Crimes Against SCs,189,NCRB
Etah,2022,Crimes Against SCs,147,NCRB
Etawah,2022,Crimes Against SCs,109,NCRB
Ayodhya,2022,Crimes Against SCs,222,NCRB
Fatehgarh,2022,Crimes Against SCs,192,NCRB
Fatehpur,2022,Crimes Against SCs,81,NCRB
Firozabad,2022,Crimes Against SCs,278,NCRB
Gautambudh Nagar,2022,Crimes Against SCs,47,NCRB
Ghaziabad,2022,Crimes Against SCs,134,NCRB
Ghazipur,2022,Crimes Against SCs,249,NCRB
Gonda,2022,Crimes Against SCs,257,NCRB
Gorakhpur,2022,Crimes Against SCs,428,NCRB
Hamirpur,2022,Crimes Against SCs,129,NCRB
Hapur,2022,Crimes Against SCs,95,NCRB
Hardoi,2022,Crimes Against SCs,434,NCRB
Hathras,2022,Crimes Against SCs,117,NCRB
Jalaun,2022,Crimes Against SCs,90,NCRB
Jaunpur,2022,Crimes Against SCs,267,NCRB
Jhansi,2022,Crimes Against SCs,240,NCRB
Kannauj,2022,Crimes Against SCs,136,NCRB
Kanpur Dehat,2022,Crimes Against SCs,214,NCRB
Kanpur Commissionarate,2022,Crimes Against SCs,376,NCRB
Kasganj,2022,Crimes Against SCs,111,NCRB
Kaushambi,2022,Crimes Against SCs,190,NCRB
Khiri,2022,Crimes Against SCs,317,NCRB
Kushi Nagar,2022,Crimes Against SCs,237,NCRB
Lalitpur,2022,Crimes Against SCs,22,NCRB
Lucknow Commissionarate,2022,Crimes Against SCs,420,NCRB
Maharajganj,2022,Crimes Against SCs,149,NCRB
Mahoba,2022,Crimes Against SCs,119,NCRB
Mainpuri,2022,Crimes Against SCs,163,NCRB
Mathura,2022,Crimes Against SCs,208,NCRB
Mau,2022,Crimes Against SCs,145,NCRB
Meerut,2022,Crimes Against SCs,183,NCRB
Mirzapur,2022,Crimes Against SCs,113,NCRB
Moradabad,2022,Crimes Against SCs,133,NCRB
Muzaffarnagar,2022,Crimes Against SCs,107,NCRB
Pilibhit,2022,Crimes Against SCs,150,NCRB
Pratapgarh,2022,Crimes Against SCs,459,NCRB
Raibareilly,2022,Crimes Against SCs,338,NCRB
Rampur,2022,Crimes Against SCs,69,NCRB
Saharanpur,2022,Crimes Against SCs,203,NCRB
Sambhal,2022,Crimes Against SCs,109,NCRB
Sant Kabirnagar,2022,Crimes Against SCs,198,NCRB
Shahjahanpur,2022,Crimes Against SCs,263,NCRB
Shamli,2022,Crimes Against SCs,53,NCRB
Shrawasti,2022,Crimes Against SCs,131,NCRB
Sidharthnagar,2022,Crimes Against SCs,184,NCRB
Sitapur,2022,Crimes Against SCs,412,NCRB
Sonbhadra,2022,Crimes Against SCs,300,NCRB
Bhadohi,2022,Crimes Against SCs,94,NCRB
Sultanpur,2022,Crimes Against SCs,307,NCRB
Unnao,2022,Crimes Against SCs,388,NCRB
Varanasi Commissionarate,2022,Crimes Against SCs,186,NCRB
Lucknow Grameen,2022,Crimes Against SCs,0,NCRB
Kanpur Outer,2022,Crimes Against SCs,0,NCRB
Vasanasi Dehat,2022,Crimes Against SCs,0,NCRB
Agra,2022,Crimes Against STs,0,NCRB
Aligarh,2022,Crimes Against STs,0,NCRB
Prayagraj,2022,Crimes Against STs,0,NCRB
Ambedkar Nagar,2022,Crimes Against STs,0,NCRB
Amethi,2022,Crimes Against STs,0,NCRB
Auraiya,2022,Crimes Against STs,0,NCRB
Azamgarh,2022,Crimes Against STs,3,NCRB
Badaun,2022,Crimes Against STs,0,NCRB
Baghpat,2022,Crimes Against STs,0,NCRB
Bahraich,2022,Crimes Against STs,0,NCRB
Ballia,2022,Crimes Against STs,0,NCRB
Balrampur,2022,Crimes Against STs,0,NCRB
Banda,2022,Crimes Against STs,0,NCRB
Barabanki,2022,Crimes Against STs,0,NCRB
Bareilly,2022,Crimes Against STs,0,NCRB
Basti,2022,Crimes Against STs,0,NCRB
Bijnor,2022,Crimes Against STs,0,NCRB
Bulandshahar,2022,Crimes Against STs,0,NCRB
Chandoli,2022,Crimes Against STs,0,NCRB
Chitrakoot,2022,Crimes Against STs,0,NCRB
Deoria,2022,Crimes Against STs,0,NCRB
Etah,2022,Crimes Against STs,0,NCRB
Etawah,2022,Crimes Against STs,0,NCRB
Ayodhya,2022,Crimes Against STs,0,NCRB
Fatehgarh,2022,Crimes Against STs,0,NCRB
Fatehpur,2022,Crimes Against STs,0,NCRB
Firozabad,2022,Crimes Against STs,0,NCRB
Gautambudh Nagar,2022,Crimes Against STs,0,NCRB
Ghaziabad,2022,Crimes Against STs,0,NCRB
Ghazipur,2022,Crimes Against STs,0,NCRB
Gonda,2022,Crimes Against STs,0,NCRB
Gorakhpur,2022,Crimes Against STs,0,NCRB
Hamirpur,2022,Crimes Against STs,0,NCRB
Hapur,2022,Crimes Against STs,0,NCRB
Hardoi,2022,Crimes Against STs,0,NCRB
Hathras,2022,Crimes Against STs,0,NCRB
Jalaun,2022,Crimes Against STs,0,NCRB
Jaunpur,2022,Crimes Against STs,0,NCRB
Jhansi,2022,Crimes Against STs,0,NCRB
Kannauj,2022,Crimes Against STs,0,NCRB
Kanpur Dehat,2022,Crimes Against STs,0,NCRB
Kanpur Commissionarate,2022,Crimes Against STs,0,NCRB
Kasganj,2022,Crimes Against STs,0,NCRB
Kaushambi,2022,Crimes Against STs,0,NCRB
Khiri,2022,Crimes Against STs,0,NCRB
Kushi Nagar,2022,Crimes Against STs,0,NCRB
Lalitpur,2022,Crimes Against STs,0,NCRB
Lucknow Commissionarate,2022,Crimes Against STs,0,NCRB
Maharajganj,2022,Crimes Against STs,0,NCRB
Mahoba,2022,Crimes Against STs,0,NCRB
Mainpuri,2022,Crimes Against STs,0,NCRB
Mathura,2022,Crimes Against STs,0,NCRB
Mau,2022,Crimes Against STs,0,NCRB
Meerut,2022,Crimes Against STs,0,NCRB
Mirzapur,2022,Crimes Against STs,0,NCRB
Moradabad,2022,Crimes Against STs,0,NCRB
Muzaffarnagar,2022,Crimes Against STs,0,NCRB
Pilibhit,2022,Crimes Against STs,0,NCRB
Pratapgarh,2022,Crimes Against STs,0,NCRB
Raibareilly,2022,Crimes Against STs,0,NCRB
Rampur,2022,Crimes Against STs,0,NCRB
Saharanpur,2022,Crimes Against STs,0,NCRB
Sambhal,2022,Crimes Against STs,0,NCRB
Sant Kabirnagar,2022,Crimes Against STs,0,NCRB
Shahjahanpur,2022,Crimes Against STs,0,NCRB
Shamli,2022,Crimes Against STs,0,NCRB
Shrawasti,2022,Crimes Against STs,0,NCRB
Sidharthnagar,2022,Crimes Against STs,0,NCRB
Sitapur,2022,Crimes Against STs,0,NCRB
Sonbhadra,2022,Crimes Against STs,0,NCRB
Bhadohi,2022,Crimes Against STs,0,NCRB
Sultanpur,2022,Crimes Against STs,0,NCRB
Unnao,2022,Crimes Against STs,0,NCRB
Varanasi Commissionarate,2022,Crimes Against STs,0,NCRB
Lucknow Grameen,2022,Crimes Against STs,0,NCRB
Kanpur Outer,2022,Crimes Against STs,0,NCRB
Vasanasi Dehat,2022,Crimes Against STs,0,NCRB
Agra,2022,Juvenile IPC,0,NCRB
Aligarh,2022,Juvenile IPC,0,NCRB
Prayagraj,2022,Juvenile IPC,93,NCRB
Ambedkar Nagar,2022,Juvenile IPC,0,NCRB
Amethi,2022,Juvenile IPC,0,NCRB
Auraiya,2022,Juvenile IPC,0,NCRB
Azamgarh,2022,Juvenile IPC,0,NCRB
Badaun,2022,Juvenile IPC,16,NCRB
Baghpat,2022,Juvenile IPC,0,NCRB
Bahraich,2022,Juvenile IPC,5,NCRB
Ballia,2022,Juvenile IPC,0,NCRB
Balrampur,2022,Juvenile IPC,14,NCRB
Banda,2022,Juvenile IPC,0,NCRB
Barabanki,2022,Juvenile IPC,133,NCRB
Bareilly,2022,Juvenile IPC,0,NCRB
Basti,2022,Juvenile IPC,0,NCRB
Bijnor,2022,Juvenile IPC,0,NCRB
Bulandshahar,2022,Juvenile IPC,48,NCRB
Chandoli,2022,Juvenile IPC,0,NCRB
Chitrakoot,2022,Juvenile IPC,0,NCRB
Deoria,2022,Juvenile IPC,0,NCRB
Etah,2022,Juvenile IPC,0,NCRB
Etawah,2022,Juvenile IPC,171,NCRB
Ayodhya,2022,Juvenile IPC,1,NCRB
Fatehgarh,2022,Juvenile IPC,60,NCRB
Fatehpur,2022,Juvenile IPC,31,NCRB
Firozabad,2022,Juvenile IPC,48,NCRB
Gautambudh Nagar,2022,Juvenile IPC,38,NCRB
Ghaziabad,2022,Juvenile IPC,0,NCRB
Ghazipur,2022,Juvenile IPC,113,NCRB
Gonda,2022,Juvenile IPC,0,NCRB
Gorakhpur,2022,Juvenile IPC,0,NCRB
Hamirpur,2022,Juvenile IPC,0,NCRB
Hapur,2022,Juvenile IPC,8,NCRB
Hardoi,2022,Juvenile IPC,0,NCRB
Hathras,2022,Juvenile IPC,0,NCRB
Jalaun,2022,Juvenile IPC,9,NCRB
Jaunpur,2022,Juvenile IPC,0,NCRB
Jhansi,2022,Juvenile IPC,0,NCRB
Kannauj,2022,Juvenile IPC,35,NCRB
Kanpur Dehat,2022,Juvenile IPC,0,NCRB
Kanpur Commissionarate,2022,Juvenile IPC,27,NCRB
Kasganj,2022,Juvenile IPC,0,NCRB
Kaushambi,2022,Juvenile IPC,0,NCRB
Khiri,2022,Juvenile IPC,0,NCRB
Kushi Nagar,2022,Juvenile IPC,103,NCRB
Lalitpur,2022,Juvenile IPC,0,NCRB
Lucknow Commissionarate,2022,Juvenile IPC,0,NCRB
Maharajganj,2022,Juvenile IPC,9,NCRB
Mahoba,2022,Juvenile IPC,11,NCRB
Mainpuri,2022,Juvenile IPC,0,NCRB
Mathura,2022,Juvenile IPC,0,NCRB
Mau,2022,Juvenile IPC,0,NCRB
Meerut,2022,Juvenile IPC,0,NCRB
Mirzapur,2022,Juvenile IPC,29,NCRB
Moradabad,2022,Juvenile IPC,15,NCRB
Muzaffarnagar,2022,Juvenile IPC,0,NCRB
Pilibhit,2022,Juvenile IPC,0,NCRB
Pratapgarh,2022,Juvenile IPC,0,NCRB
Raibareilly,2022,Juvenile IPC,0,NCRB
Rampur,2022,Juvenile IPC,3,NCRB
Saharanpur,2022,Juvenile IPC,12,NCRB
Sambhal,2022,Juvenile IPC,0,NCRB
Sant Kabirnagar,2022,Juvenile IPC,0,NCRB
Shahjahanpur,2022,Juvenile IPC,0,NCRB
Shamli,2022,Juvenile IPC,11,NCRB
Shrawasti,2022,Juvenile IPC,0,NCRB
Sidharthnagar,2022,Juvenile IPC,0,NCRB
Sitapur,2022,Juvenile IPC,0,NCRB
Sonbhadra,2022,Juvenile IPC,0,NCRB
Bhadohi,2022,Juvenile IPC,0,NCRB
Sultanpur,2022,Juvenile IPC,12,NCRB
Unnao,2022,Juvenile IPC,28,NCRB
Varanasi Commissionarate,2022,Juvenile IPC,78,NCRB
Lucknow Grameen,2022,Juvenile IPC,0,NCRB
Kanpur Outer,2022,Juvenile IPC,0,NCRB
Vasanasi Dehat,2022,Juvenile IPC,0,NCRB
Agra,2022,Juvenile SLL,0,NCRB
Aligarh,2022,Juvenile SLL,0,NCRB
Prayagraj,2022,Juvenile SLL,11,NCRB
Ambedkar Nagar,2022,Juvenile SLL,0,NCRB
Amethi,2022,Juvenile SLL,0,NCRB
Auraiya,2022,Juvenile SLL,0,NCRB
Azamgarh,2022,Juvenile SLL,0,NCRB
Badaun,2022,Juvenile SLL,20,NCRB
Baghpat,2022,Juvenile SLL,0,NCRB
Bahraich,2022,Juvenile SLL,9,NCRB
Ballia,2022,Juvenile SLL,0,NCRB
Balrampur,2022,Juvenile SLL,4,NCRB
Banda,2022,Juvenile SLL,0,NCRB
Barabanki,2022,Juvenile SLL,27,NCRB
Bareilly,2022,Juvenile SLL,0,NCRB
Basti,2022,Juvenile SLL,0,NCRB
Bijnor,2022,Juvenile SLL,0,NCRB
Bulandshahar,2022,Juvenile SLL,47,NCRB
Chandoli,2022,Juvenile SLL,0,NCRB
Chitrakoot,2022,Juvenile SLL,0,NCRB
Deoria,2022,Juvenile SLL,0,NCRB
Etah,2022,Juvenile SLL,0,NCRB
Etawah,2022,Juvenile SLL,10,NCRB
Ayodhya,2022,Juvenile SLL,2,NCRB
Fatehgarh,2022,Juvenile SLL,31,NCRB
Fatehpur,2022,Juvenile SLL,44,NCRB
Firozabad,2022,Juvenile SLL,2,NCRB
Gautambudh Nagar,2022,Juvenile SLL,7,NCRB
Ghaziabad,2022,Juvenile SLL,0,NCRB
Ghazipur,2022,Juvenile SLL,24,NCRB
Gonda,2022,Juvenile SLL,0,NCRB
Gorakhpur,2022,Juvenile SLL,0,NCRB
Hamirpur,2022,Juvenile SLL,0,NCRB
Hapur,2022,Juvenile SLL,11,NCRB
Hardoi,2022,Juvenile SLL,0,NCRB
Hathras,2022,Juvenile SLL,0,NCRB
Jalaun,2022,Juvenile SLL,2,NCRB
Jaunpur,2022,Juvenile SLL,0,NCRB
Jhansi,2022,Juvenile SLL,0,NCRB
Kannauj,2022,Juvenile SLL,0,NCRB
Kanpur Dehat,2022,Juvenile SLL,0,NCRB
Kanpur Commissionarate,2022,Juvenile SLL,5,NCRB
Kasganj,2022,Juvenile SLL,0,NCRB
Kaushambi,2022,Juvenile SLL,0,NCRB
Khiri,2022,Juvenile SLL,0,NCRB
Kushi Nagar,2022,Juvenile SLL,0,NCRB
Lalitpur,2022,Juvenile SLL,0,NCRB
Lucknow Commissionarate,2022,Juvenile SLL,0,NCRB
Maharajganj,2022,Juvenile SLL,5,NCRB
Mahoba,2022,Juvenile SLL,3,NCRB
Mainpuri,2022,Juvenile SLL,0,NCRB
Mathura,2022,Juvenile SLL,0,NCRB
Mau,2022,Juvenile SLL,0,NCRB
Meerut,2022,Juvenile SLL,0,NCRB
Mirzapur,2022,Juvenile SLL,8,NCRB
Moradabad,2022,Juvenile SLL,14,NCRB
Muzaffarnagar,2022,Juvenile SLL,0,NCRB
Pilibhit,2022,Juvenile SLL,0,NCRB
Pratapgarh,2022,Juvenile SLL,0,NCRB
Raibareilly,2022,Juvenile SLL,0,NCRB
Rampur,2022,Juvenile SLL,7,NCRB
Saharanpur,2022,Juvenile SLL,13,NCRB
Sambhal,2022,Juvenile SLL,0,NCRB
Sant Kabirnagar,2022,Juvenile SLL,0,NCRB
Shahjahanpur,2022,Juvenile SLL,0,NCRB
Shamli,2022,Juvenile SLL,13,NCRB
Shrawasti,2022,Juvenile SLL,3,NCRB
Sidharthnagar,2022,Juvenile SLL,0,NCRB
Sitapur,2022,Juvenile SLL,0,NCRB
Sonbhadra,2022,Juvenile SLL,0,NCRB
Bhadohi,2022,Juvenile SLL,0,NCRB
Sultanpur,2022,Juvenile SLL,3,NCRB
Unnao,2022,Juvenile SLL,19,NCRB
Varanasi Commissionarate,2022,Juvenile SLL,0,NCRB
Lucknow Grameen,2022,Juvenile SLL,0,NCRB
Kanpur Outer,2022,Juvenile SLL,0,NCRB
Vasanasi Dehat,2022,Juvenile SLL,0,NCRB
Agra,2022,Cyber Crimes,160,NCRB
Aligarh,2022,Cyber Crimes,154,NCRB
Prayagraj,2022,Cyber Crimes,891,NCRB
Ambedkar Nagar,2022,Cyber Crimes,54,NCRB
Amethi,2022,Cyber Crimes,42,NCRB
Auraiya,2022,Cyber Crimes,71,NCRB
Azamgarh,2022,Cyber Crimes,130,NCRB
Badaun,2022,Cyber Crimes,61,NCRB
Baghpat,2022,Cyber Crimes,260,NCRB
Bahraich,2022,Cyber Crimes,79,NCRB
Ballia,2022,Cyber Crimes,71,NCRB
Balrampur,2022,Cyber Crimes,25,NCRB
Banda,2022,Cyber Crimes,71,NCRB
Barabanki,2022,Cyber Crimes,97,NCRB
Bareilly,2022,Cyber Crimes,161,NCRB
Basti,2022,Cyber Crimes,81,NCRB
Bijnor,2022,Cyber Crimes,79,NCRB
Bulandshahar,2022,Cyber Crimes,312,NCRB
Chandoli,2022,Cyber Crimes,33,NCRB
Chitrakoot,2022,Cyber Crimes,25,NCRB
Deoria,2022,Cyber Crimes,65,NCRB
Etah,2022,Cyber Crimes,56,NCRB
Etawah,2022,Cyber Crimes,27,NCRB
Ayodhya,2022,Cyber Crimes,77,NCRB
Fatehgarh,2022,Cyber Crimes,113,NCRB
Fatehpur,2022,Cyber Crimes,71,NCRB
Firozabad,2022,Cyber Crimes,95,NCRB
Gautambudh Nagar,2022,Cyber Crimes,878,NCRB
Ghaziabad,2022,Cyber Crimes,810,NCRB
Ghazipur,2022,Cyber Crimes,147,NCRB
Gonda,2022,Cyber Crimes,85,NCRB
Gorakhpur,2022,Cyber Crimes,222,NCRB
Hamirpur,2022,Cyber Crimes,40,NCRB
Hapur,2022,Cyber Crimes,48,NCRB
Hardoi,2022,Cyber Crimes,52,NCRB
Hathras,2022,Cyber Crimes,44,NCRB
Jalaun,2022,Cyber Crimes,54,NCRB
Jaunpur,2022,Cyber Crimes,94,NCRB
Jhansi,2022,Cyber Crimes,92,NCRB
Kannauj,2022,Cyber Crimes,37,NCRB
Kanpur Dehat,2022,Cyber Crimes,61,NCRB
Kanpur Commissionarate,2022,Cyber Crimes,541,NCRB
Kasganj,2022,Cyber Crimes,51,NCRB
Kaushambi,2022,Cyber Crimes,55,NCRB
Khiri,2022,Cyber Crimes,71,NCRB
Kushi Nagar,2022,Cyber Crimes,108,NCRB
Lalitpur,2022,Cyber Crimes,36,NCRB
Lucknow Commissionarate,2022,Cyber Crimes,1134,NCRB
Maharajganj,2022,Cyber Crimes,52,NCRB
Mahoba,2022,Cyber Crimes,20,NCRB
Mainpuri,2022,Cyber Crimes,26,NCRB
Mathura,2022,Cyber Crimes,166,NCRB
Mau,2022,Cyber Crimes,124,NCRB
Meerut,2022,Cyber Crimes,190,NCRB
Mirzapur,2022,Cyber Crimes,62,NCRB
Moradabad,2022,Cyber Crimes,53,NCRB
Muzaffarnagar,2022,Cyber Crimes,73,NCRB
Pilibhit,2022,Cyber Crimes,93,NCRB
Pratapgarh,2022,Cyber Crimes,82,NCRB
Raibareilly,2022,Cyber Crimes,101,NCRB
Rampur,2022,Cyber Crimes,41,NCRB
Saharanpur,2022,Cyber Crimes,79,NCRB
Sambhal,2022,Cyber Crimes,46,NCRB
Sant Kabirnagar,2022,Cyber Crimes,38,NCRB
Shahjahanpur,2022,Cyber Crimes,68,NCRB
Shamli,2022,Cyber Crimes,56,NCRB
Shrawasti,2022,Cyber Crimes,17,NCRB
Sidharthnagar,2022,Cyber Crimes,76,NCRB
Sitapur,2022,Cyber Crimes,58,NCRB
Sonbhadra,2022,Cyber Crimes,60,NCRB
Bhadohi,2022,Cyber Crimes,21,NCRB
Sultanpur,2022,Cyber Crimes,97,NCRB
Unnao,2022,Cyber Crimes,73,NCRB
Varanasi Commissionarate,2022,Cyber Crimes,323,NCRB
Lucknow Grameen,2022,Cyber Crimes,0,NCRB
Kanpur Outer,2022,Cyber Crimes,0,NCRB
Vasanasi Dehat,2022,Cyber Crimes,0,NCRB
Agra,2022,Missing Persons,0,NCRB
Aligarh,2022,Missing Persons,185,NCRB
Prayagraj,2022,Missing Persons,405,NCRB
Ambedkar Nagar,2022,Missing Persons,129,NCRB
Amethi,2022,Missing Persons,65,NCRB
Auraiya,2022,Missing Persons,51,NCRB
Azamgarh,2022,Missing Persons,281,NCRB
Badaun,2022,Missing Persons,198,NCRB
Baghpat,2022,Missing Persons,200,NCRB
Bahraich,2022,Missing Persons,263,NCRB
Ballia,2022,Missing Persons,357,NCRB
Balrampur,2022,Missing Persons,195,NCRB
Banda,2022,Missing Persons,84,NCRB
Barabanki,2022,Missing Persons,221,NCRB
Bareilly,2022,Missing Persons,168,NCRB
Basti,2022,Missing Persons,157,NCRB
Bijnor,2022,Missing Persons,268,NCRB
Bulandshahar,2022,Missing Persons,156,NCRB
Chandoli,2022,Missing Persons,0,NCRB
Chitrakoot,2022,Missing Persons,25,NCRB
Deoria,2022,Missing Persons,4,NCRB
Etah,2022,Missing Persons,71,NCRB
Etawah,2022,Missing Persons,212,NCRB
Ayodhya,2022,Missing Persons,112,NCRB
Fatehgarh,2022,Missing Persons,0,NCRB
Fatehpur,2022,Missing Persons,265,NCRB
Firozabad,2022,Missing Persons,8,NCRB
Gautambudh Nagar,2022,Missing Persons,755,NCRB
Ghaziabad,2022,Missing Persons,446,NCRB
Ghazipur,2022,Missing Persons,427,NCRB
Gonda,2022,Missing Persons,111,NCRB
Gorakhpur,2022,Missing Persons,272,NCRB
Hamirpur,2022,Missing Persons,186,NCRB
Hapur,2022,Missing Persons,235,NCRB
Hardoi,2022,Missing Persons,150,NCRB
Hathras,2022,Missing Persons,91,NCRB
Jalaun,2022,Missing Persons,30,NCRB
Jaunpur,2022,Missing Persons,85,NCRB
Jhansi,2022,Missing Persons,445,NCRB
Kannauj,2022,Missing Persons,183,NCRB
Kanpur Dehat,2022,Missing Persons,11,NCRB
Kanpur Commissionarate,2022,Missing Persons,770,NCRB
Kasganj,2022,Missing Persons,0,NCRB
Kaushambi,2022,Missing Persons,210,NCRB
Khiri,2022,Missing Persons,0,NCRB
Kushi Nagar,2022,Missing Persons,43,NCRB
Lalitpur,2022,Missing Persons,124,NCRB
Lucknow Commissionarate,2022,Missing Persons,337,NCRB
Maharajganj,2022,Missing Persons,0,NCRB
Mahoba,2022,Missing Persons,36,NCRB
Mainpuri,2022,Missing Persons,0,NCRB
Mathura,2022,Missing Persons,0,NCRB
Mau,2022,Missing Persons,55,NCRB
Meerut,2022,Missing Persons,234,NCRB
Mirzapur,2022,Missing Persons,187,NCRB
Moradabad,2022,Missing Persons,72,NCRB
Muzaffarnagar,2022,Missing Persons,0,NCRB
Pilibhit,2022,Missing Persons,197,NCRB
Pratapgarh,2022,Missing Persons,0,NCRB
Raibareilly,2022,Missing Persons,136,NCRB
Rampur,2022,Missing Persons,0,NCRB
Saharanpur,2022,Missing Persons,221,NCRB
Sambhal,2022,Missing Persons,73,NCRB
Sant Kabirnagar,2022,Missing Persons,163,NCRB
Shahjahanpur,2022,Missing Persons,178,NCRB
Shamli,2022,Missing Persons,97,NCRB
Shrawasti,2022,Missing Persons,63,NCRB
Sidharthnagar,2022,Missing Persons,216,NCRB
Sitapur,2022,Missing Persons,342,NCRB
Sonbhadra,2022,Missing Persons,212,NCRB
Bhadohi,2022,Missing Persons,54,NCRB
Sultanpur,2022,Missing Persons,36,NCRB
Unnao,2022,Missing Persons,0,NCRB
Varanasi Commissionarate,2022,Missing Persons,463,NCRB
Lucknow Grameen,2022,Missing Persons,0,NCRB
Kanpur Outer,2022,Missing Persons,0,NCRB
Vasanasi Dehat,2022,Missing Persons,0,NCRB
Agra,2023,Missing Persons,0,NCRB
Aligarh,2023,Missing Persons,0,NCRB
Prayagraj,2023,Missing Persons,430,NCRB
Ambedkar Nagar,2023,Missing Persons,249,NCRB
Amethi,2023,Missing Persons,90,NCRB
Amroha,2023,Missing Persons,107,NCRB
Auraiya,2023,Missing Persons,145,NCRB
Azamgarh,2023,Missing Persons,495,NCRB
Badaun,2023,Missing Persons,193,NCRB
Baghpat,2023,Missing Persons,120,NCRB
Bahraich,2023,Missing Persons,182,NCRB
Ballia,2023,Missing Persons,341,NCRB
Balrampur,2023,Missing Persons,214,NCRB
Banda,2023,Missing Persons,124,NCRB
Barabanki,2023,Missing Persons,204,NCRB
Bareilly,2023,Missing Persons,220,NCRB
Basti,2023,Missing Persons,340,NCRB
Bijnor,2023,Missing Persons,265,NCRB
Bulandshahar,2023,Missing Persons,175,NCRB
Chandoli,2023,Missing Persons,177,NCRB
Chitrakoot,2023,Missing Persons,204,NCRB
Deoria,2023,Missing Persons,7,NCRB
Etah,2023,Missing Persons,77,NCRB
Etawah,2023,Missing Persons,112,NCRB
Ayodhya,2023,Missing Persons,84,NCRB
Fatehgarh,2023,Missing Persons,0,NCRB
Fatehpur,2023,Missing Persons,286,NCRB
Firozabad,2023,Missing Persons,88,NCRB
Gautambudh Nagar,2023,Missing Persons,969,NCRB
Ghaziabad,2023,Missing Persons,647,NCRB
Ghazipur,2023,Missing Persons,179,NCRB
Gonda,2023,Missing Persons,327,NCRB
Gorakhpur,2023,Missing Persons,0,NCRB
Hamirpur,2023,Missing Persons,266,NCRB
Hapur,2023,Missing Persons,0,NCRB
Hardoi,2023,Missing Persons,0,NCRB
Hathras,2023,Missing Persons,102,NCRB
Jalaun,2023,Missing Persons,95,NCRB
Jaunpur,2023,Missing Persons,154,NCRB
Jhansi,2023,Missing Persons,546,NCRB
